Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
22228 Tierz;Todas las edades;Total;1 de enero de 2022;822
19268 Tierzo;Todas las edades;Total;1 de enero de 2022;36
10904 Tiétar;Todas las edades;Total;1 de enero de 2022;869
38047 Tijarafe;Todas las edades;Total;1 de enero de 2022;2.598
04092 Tíjola;Todas las edades;Total;1 de enero de 2022;3.520
16206 Tinajas;Todas las edades;Total;1 de enero de 2022;196
35029 Tinajo;Todas las edades;Total;1 de enero de 2022;6.573
33073 Tineo;Todas las edades;Total;1 de enero de 2022;9.009
09381 Tinieblas de la Sierra;Todas las edades;Total;1 de enero de 2022;27
05242 Tiñosillos;Todas las edades;Total;1 de enero de 2022;760
31229 Tirapu;Todas las edades;Total;1 de enero de 2022;56
26148 Tirgo;Todas las edades;Total;1 de enero de 2022;178
12111 Tírig;Todas las edades;Total;1 de enero de 2022;417
25221 Tírvia;Todas las edades;Total;1 de enero de 2022;132
46241 Titaguas;Todas las edades;Total;1 de enero de 2022;485
28147 Titulcia;Todas las edades;Total;1 de enero de 2022;1.336
25222 Tiurana;Todas las edades;Total;1 de enero de 2022;71
43149 Tivenys;Todas las edades;Total;1 de enero de 2022;923
43150 Tivissa;Todas las edades;Total;1 de enero de 2022;1.643
19269 Toba, La;Todas las edades;Total;1 de enero de 2022;76
09382 Tobar;Todas las edades;Total;1 de enero de 2022;26
02074 Tobarra;Todas las edades;Total;1 de enero de 2022;7.758
50255 Tobed;Todas las edades;Total;1 de enero de 2022;215
26149 Tobía;Todas las edades;Total;1 de enero de 2022;50
45167 Toboso, El;Todas las edades;Total;1 de enero de 2022;1.663
41092 Tocina;Todas las edades;Total;1 de enero de 2022;9.484
12112 Todolella;Todas las edades;Total;1 de enero de 2022;156
32081 Toén;Todas las edades;Total;1 de enero de 2022;2.388
12113 Toga;Todas las edades;Total;1 de enero de 2022;104
39086 Tojos, Los;Todas las edades;Total;1 de enero de 2022;380
05243 Tolbaños;Todas las edades;Total;1 de enero de 2022;82
45168 Toledo;Todas las edades;Total;1 de enero de 2022;85.085
03130 Tollos;Todas las edades;Total;1 de enero de 2022;30
40201 Tolocirio;Todas las edades;Total;1 de enero de 2022;42
20071 Tolosa;Todas las edades;Total;1 de enero de 2022;19.886
29090 Tolox;Todas las edades;Total;1 de enero de 2022;2.309
22229 Tolva;Todas las edades;Total;1 de enero de 2022;132
41093 Tomares;Todas las edades;Total;1 de enero de 2022;25.341
13082 Tomelloso;Todas las edades;Total;1 de enero de 2022;36.024
36054 Tomiño;Todas las edades;Total;1 de enero de 2022;13.779
08283 Tona;Todas las edades;Total;1 de enero de 2022;8.368
37323 Topas;Todas las edades;Total;1 de enero de 2022;512
15083 Toques;Todas las edades;Total;1 de enero de 2022;1.089
25223 Torà;Todas las edades;Total;1 de enero de 2022;1.224
24168 Toral de los Guzmanes;Todas las edades;Total;1 de enero de 2022;513
24206 Toral de los Vados;Todas las edades;Total;1 de enero de 2022;1.792
12114 Torás;Todas las edades;Total;1 de enero de 2022;249
47164 Tordehumos;Todas las edades;Total;1 de enero de 2022;375
19271 Tordellego;Todas las edades;Total;1 de enero de 2022;49
19270 Tordelrábano;Todas las edades;Total;1 de enero de 2022;12
08284 Tordera;Todas las edades;Total;1 de enero de 2022;18.022
47165 Tordesillas;Todas las edades;Total;1 de enero de 2022;8.664
19272 Tordesilos;Todas las edades;Total;1 de enero de 2022;93
37324 Tordillos;Todas las edades;Total;1 de enero de 2022;332
15084 Tordoia;Todas las edades;Total;1 de enero de 2022;3.192
09384 Tordómar;Todas las edades;Total;1 de enero de 2022;324
08285 Torelló;Todas las edades;Total;1 de enero de 2022;14.726
24169 Toreno;Todas las edades;Total;1 de enero de 2022;2.980
19274 Torija;Todas las edades;Total;1 de enero de 2022;1.663
10182 Toril;Todas las edades;Total;1 de enero de 2022;154
44217 Toril y Masegoso;Todas las edades;Total;1 de enero de 2022;37
22230 Torla-Ordesa;Todas las edades;Total;1 de enero de 2022;307
42184 Torlengua;Todas las edades;Total;1 de enero de 2022;49
26150 Tormantos;Todas las edades;Total;1 de enero de 2022;114
05244 Tormellas;Todas las edades;Total;1 de enero de 2022;37
44218 Tormón;Todas las edades;Total;1 de enero de 2022;26
03131 Tormos;Todas las edades;Total;1 de enero de 2022;332
25224 Torms, Els;Todas las edades;Total;1 de enero de 2022;149
25225 Tornabous;Todas las edades;Total;1 de enero de 2022;847
37325 Tornadizo, El;Todas las edades;Total;1 de enero de 2022;91
05245 Tornadizos de Ávila;Todas las edades;Total;1 de enero de 2022;451
10183 Tornavacas;Todas las edades;Total;1 de enero de 2022;1.017
10184 Torno, El;Todas las edades;Total;1 de enero de 2022;847
44219 Tornos;Todas las edades;Total;1 de enero de 2022;196
49219 Toro;Todas las edades;Total;1 de enero de 2022;8.448
12115 Toro, El;Todas las edades;Total;1 de enero de 2022;238
34182 Torquemada;Todas las edades;Total;1 de enero de 2022;948
16209 Torralba;Todas las edades;Total;1 de enero de 2022;109
22232 Torralba de Aragón;Todas las edades;Total;1 de enero de 2022;105
13083 Torralba de Calatrava;Todas las edades;Total;1 de enero de 2022;3.052
50256 Torralba de los Frailes;Todas las edades;Total;1 de enero de 2022;73
44220 Torralba de los Sisones;Todas las edades;Total;1 de enero de 2022;151
45169 Torralba de Oropesa;Todas las edades;Total;1 de enero de 2022;193
50257 Torralba de Ribota;Todas las edades;Total;1 de enero de 2022;168
12116 Torralba del Pinar;Todas las edades;Total;1 de enero de 2022;60
31230 Torralba del Río;Todas las edades;Total;1 de enero de 2022;99
50258 Torralbilla;Todas las edades;Total;1 de enero de 2022;51
11036 Torre Alháquime;Todas las edades;Total;1 de enero de 2022;803
44223 Torre de Arcas;Todas las edades;Total;1 de enero de 2022;82
25227 Torre de Cabdella, La;Todas las edades;Total;1 de enero de 2022;764
08286 Torre de Claramunt, La;Todas las edades;Total;1 de enero de 2022;3.966
10187 Torre de Don Miguel;Todas las edades;Total;1 de enero de 2022;487
47169 Torre de Esgueva;Todas las edades;Total;1 de enero de 2022;60
45171 Torre de Esteban Hambrán, La;Todas las edades;Total;1 de enero de 2022;1.703
43151 Torre de Fontaubella, La;Todas las edades;Total;1 de enero de 2022;125
13084 Torre de Juan Abad;Todas las edades;Total;1 de enero de 2022;1.003
44224 Torre de las Arcas;Todas las edades;Total;1 de enero de 2022;24
43152 Torre de l'Espanyol, La;Todas las edades;Total;1 de enero de 2022;598
06131 Torre de Miguel Sesmero;Todas las edades;Total;1 de enero de 2022;1.228
47170 Torre de Peñafiel;Todas las edades;Total;1 de enero de 2022;48
10188 Torre de Santa María;Todas las edades;Total;1 de enero de 2022;531
24170 Torre del Bierzo;Todas las edades;Total;1 de enero de 2022;2.068
19279 Torre del Burgo;Todas las edades;Total;1 de enero de 2022;474
44225 Torre del Compte;Todas las edades;Total;1 de enero de 2022;125
49220 Torre del Valle, La;Todas las edades;Total;1 de enero de 2022;137
12119 Torre d'En Besora, la;Todas las edades;Total;1 de enero de 2022;165
12120 Torre d'en Doménec, la;Todas las edades;Total;1 de enero de 2022;167
26153 Torre en Cameros;Todas las edades;Total;1 de enero de 2022;10
05247 Torre, La;Todas las edades;Total;1 de enero de 2022;238
22233 Torre la Ribera;Todas las edades;Total;1 de enero de 2022;101
44227 Torre los Negros;Todas las edades;Total;1 de enero de 2022;81
40206 Torre Val de San Pedro;Todas las edades;Total;1 de enero de 2022;193
40202 Torreadrada;Todas las edades;Total;1 de enero de 2022;52
46242 Torrebaja;Todas las edades;Total;1 de enero de 2022;408
25226 Torrebesses;Todas las edades;Total;1 de enero de 2022;300
42185 Torreblacos;Todas las edades;Total;1 de enero de 2022;26
12117 Torreblanca;Todas las edades;Total;1 de enero de 2022;5.682
23085 Torreblascopedro;Todas las edades;Total;1 de enero de 2022;2.460
40203 Torrecaballeros;Todas las edades;Total;1 de enero de 2022;1.410
14062 Torrecampo;Todas las edades;Total;1 de enero de 2022;1.032
18178 Torre-Cardela;Todas las edades;Total;1 de enero de 2022;709
12118 Torrechiva;Todas las edades;Total;1 de enero de 2022;89
44221 Torrecilla de Alcañiz;Todas las edades;Total;1 de enero de 2022;460
47166 Torrecilla de la Abadesa;Todas las edades;Total;1 de enero de 2022;261
45170 Torrecilla de la Jara;Todas las edades;Total;1 de enero de 2022;208
47167 Torrecilla de la Orden;Todas las edades;Total;1 de enero de 2022;230
47168 Torrecilla de la Torre;Todas las edades;Total;1 de enero de 2022;34
10185 Torrecilla de los Ángeles;Todas las edades;Total;1 de enero de 2022;648
09386 Torrecilla del Monte;Todas las edades;Total;1 de enero de 2022;78
40204 Torrecilla del Pinar;Todas las edades;Total;1 de enero de 2022;179
44222 Torrecilla del Rebollar;Todas las edades;Total;1 de enero de 2022;121
26151 Torrecilla en Cameros;Todas las edades;Total;1 de enero de 2022;427
26152 Torrecilla sobre Alesanco;Todas las edades;Total;1 de enero de 2022;48
10186 Torrecillas de la Tiesa;Todas las edades;Total;1 de enero de 2022;1.067
19277 Torrecuadrada de Molina;Todas las edades;Total;1 de enero de 2022;21
19278 Torrecuadradilla;Todas las edades;Total;1 de enero de 2022;28
23086 Torredelcampo;Todas las edades;Total;1 de enero de 2022;13.922
43153 Torredembarra;Todas las edades;Total;1 de enero de 2022;17.256
23087 Torredonjimeno;Todas las edades;Total;1 de enero de 2022;13.467
25228 Torrefarrera;Todas las edades;Total;1 de enero de 2022;4.730
25907 Torrefeta i Florejacs;Todas las edades;Total;1 de enero de 2022;621
09387 Torregalindo;Todas las edades;Total;1 de enero de 2022;123
49221 Torregamones;Todas las edades;Total;1 de enero de 2022;240
25230 Torregrossa;Todas las edades;Total;1 de enero de 2022;2.155
50259 Torrehermosa;Todas las edades;Total;1 de enero de 2022;70
40205 Torreiglesias;Todas las edades;Total;1 de enero de 2022;263
28148 Torrejón de Ardoz;Todas las edades;Total;1 de enero de 2022;134.733
28149 Torrejón de la Calzada;Todas las edades;Total;1 de enero de 2022;9.947
28150 Torrejón de Velasco;Todas las edades;Total;1 de enero de 2022;4.685
19280 Torrejón del Rey;Todas las edades;Total;1 de enero de 2022;6.002
10190 Torrejón el Rubio;Todas las edades;Total;1 de enero de 2022;532
10189 Torrejoncillo;Todas las edades;Total;1 de enero de 2022;2.854
16211 Torrejoncillo del Rey;Todas las edades;Total;1 de enero de 2022;345
44226 Torrelacárcel;Todas las edades;Total;1 de enero de 2022;140
28151 Torrelaguna;Todas las edades;Total;1 de enero de 2022;4.940
25231 Torrelameu;Todas las edades;Total;1 de enero de 2022;765
50260 Torrelapaja;Todas las edades;Total;1 de enero de 2022;35
09388 Torrelara;Todas las edades;Total;1 de enero de 2022;34
39087 Torrelavega;Todas las edades;Total;1 de enero de 2022;51.142
08287 Torrelavit;Todas las edades;Total;1 de enero de 2022;1.457
46243 Torrella;Todas las edades;Total;1 de enero de 2022;134
50261 Torrellas;Todas las edades;Total;1 de enero de 2022;236
08288 Torrelles de Foix;Todas las edades;Total;1 de enero de 2022;2.557
08289 Torrelles de Llobregat;Todas las edades;Total;1 de enero de 2022;6.186
47171 Torrelobatón;Todas las edades;Total;1 de enero de 2022;391
28152 Torrelodones;Todas las edades;Total;1 de enero de 2022;24.775
03132 Torremanzanas/Torre de les Maçanes, la;Todas las edades;Total;1 de enero de 2022;683
06132 Torremayor;Todas las edades;Total;1 de enero de 2022;985
06133 Torremejía;Todas las edades;Total;1 de enero de 2022;2.236
10191 Torremenga;Todas las edades;Total;1 de enero de 2022;592
10192 Torremocha;Todas las edades;Total;1 de enero de 2022;763
19281 Torremocha de Jadraque;Todas las edades;Total;1 de enero de 2022;18
28153 Torremocha de Jarama;Todas las edades;Total;1 de enero de 2022;1.097
44228 Torremocha de Jiloca;Todas las edades;Total;1 de enero de 2022;106
19282 Torremocha del Campo;Todas las edades;Total;1 de enero de 2022;183
19283 Torremocha del Pinar;Todas las edades;Total;1 de enero de 2022;40
19284 Torremochuela;Todas las edades;Total;1 de enero de 2022;8
29901 Torremolinos;Todas las edades;Total;1 de enero de 2022;68.819
26154 Torremontalbo;Todas las edades;Total;1 de enero de 2022;9
34184 Torremormojón;Todas las edades;Total;1 de enero de 2022;44
46244 Torrent;Todas las edades;Total;1 de enero de 2022;85.142
17197 Torrent;Todas las edades;Total;1 de enero de 2022;166
22234 Torrente de Cinca;Todas las edades;Total;1 de enero de 2022;1.151
13085 Torrenueva;Todas las edades;Total;1 de enero de 2022;2.659
18916 Torrenueva Costa;Todas las edades;Total;1 de enero de 2022;3.038
10193 Torreorgaz;Todas las edades;Total;1 de enero de 2022;1.673
30037 Torre-Pacheco;Todas las edades;Total;1 de enero de 2022;38.140
09389 Torrepadre;Todas las edades;Total;1 de enero de 2022;72
23088 Torreperogil;Todas las edades;Total;1 de enero de 2022;7.130
10194 Torrequemada;Todas las edades;Total;1 de enero de 2022;574
23090 Torres;Todas las edades;Total;1 de enero de 2022;1.360
23091 Torres de Albánchez;Todas las edades;Total;1 de enero de 2022;758
44229 Torres de Albarracín;Todas las edades;Total;1 de enero de 2022;168
22235 Torres de Alcanadre;Todas las edades;Total;1 de enero de 2022;85
22236 Torres de Barbués;Todas las edades;Total;1 de enero de 2022;256
50262 Torres de Berrellén;Todas las edades;Total;1 de enero de 2022;1.476
30038 Torres de Cotillas, Las;Todas las edades;Total;1 de enero de 2022;21.980
28154 Torres de la Alameda;Todas las edades;Total;1 de enero de 2022;7.714
25232 Torres de Segre;Todas las edades;Total;1 de enero de 2022;2.248
49222 Torres del Carrizal;Todas las edades;Total;1 de enero de 2022;415
31231 Torres del Río;Todas las edades;Total;1 de enero de 2022;121
46245 Torres Torres;Todas las edades;Total;1 de enero de 2022;703
09390 Torresandino;Todas las edades;Total;1 de enero de 2022;583
47172 Torrescárcela;Todas las edades;Total;1 de enero de 2022;161
25233 Torre-serona;Todas las edades;Total;1 de enero de 2022;387
37327 Torresmenudas;Todas las edades;Total;1 de enero de 2022;192
44230 Torrevelilla;Todas las edades;Total;1 de enero de 2022;170
03133 Torrevieja;Todas las edades;Total;1 de enero de 2022;83.547
45172 Torrico;Todas las edades;Total;1 de enero de 2022;691
44231 Torrijas;Todas las edades;Total;1 de enero de 2022;35
50263 Torrijo de la Cañada;Todas las edades;Total;1 de enero de 2022;201
44232 Torrijo del Campo;Todas las edades;Total;1 de enero de 2022;482
45173 Torrijos;Todas las edades;Total;1 de enero de 2022;13.678
17198 Torroella de Fluvià;Todas las edades;Total;1 de enero de 2022;741
17199 Torroella de Montgrí;Todas las edades;Total;1 de enero de 2022;12.061
43154 Torroja del Priorat;Todas las edades;Total;1 de enero de 2022;141
29091 Torrox;Todas las edades;Total;1 de enero de 2022;19.997
19285 Torrubia;Todas las edades;Total;1 de enero de 2022;23
42187 Torrubia de Soria;Todas las edades;Total;1 de enero de 2022;60
16212 Torrubia del Campo;Todas las edades;Total;1 de enero de 2022;296
16213 Torrubia del Castillo;Todas las edades;Total;1 de enero de 2022;41
17200 Tortellà;Todas las edades;Total;1 de enero de 2022;823
19286 Tórtola de Henares;Todas las edades;Total;1 de enero de 2022;1.331
05246 Tórtoles;Todas las edades;Total;1 de enero de 2022;43
09391 Tórtoles de Esgueva;Todas las edades;Total;1 de enero de 2022;406
43155 Tortosa;Todas las edades;Total;1 de enero de 2022;33.890
19287 Tortuera;Todas las edades;Total;1 de enero de 2022;181
19288 Tortuero;Todas las edades;Total;1 de enero de 2022;18
18179 Torvizcón;Todas las edades;Total;1 de enero de 2022;650
09392 Tosantos;Todas las edades;Total;1 de enero de 2022;51
17201 Toses;Todas las edades;Total;1 de enero de 2022;185
50264 Tosos;Todas las edades;Total;1 de enero de 2022;162
17202 Tossa de Mar;Todas las edades;Total;1 de enero de 2022;5.956
29092 Totalán;Todas las edades;Total;1 de enero de 2022;750
30039 Totana;Todas las edades;Total;1 de enero de 2022;32.329
45174 Totanés;Todas las edades;Total;1 de enero de 2022;358
15085 Touro;Todas las edades;Total;1 de enero de 2022;3.451
46246 Tous;Todas las edades;Total;1 de enero de 2022;1.312
27061 Trabada;Todas las edades;Total;1 de enero de 2022;1.107
24171 Trabadelo;Todas las edades;Total;1 de enero de 2022;338
37328 Trabanca;Todas las edades;Total;1 de enero de 2022;175
49223 Trabazos;Todas las edades;Total;1 de enero de 2022;855
16215 Tragacete;Todas las edades;Total;1 de enero de 2022;277
19289 Traíd;Todas las edades;Total;1 de enero de 2022;24
12121 Traiguera;Todas las edades;Total;1 de enero de 2022;1.323
44234 Tramacastiel;Todas las edades;Total;1 de enero de 2022;66
44235 Tramacastilla;Todas las edades;Total;1 de enero de 2022;117
22239 Tramaced;Todas las edades;Total;1 de enero de 2022;110
06134 Trasierra;Todas las edades;Total;1 de enero de 2022;612
32082 Trasmiras;Todas las edades;Total;1 de enero de 2022;1.261
50265 Trasmoz;Todas las edades;Total;1 de enero de 2022;89
50266 Trasobares;Todas las edades;Total;1 de enero de 2022;125
47173 Traspinedo;Todas las edades;Total;1 de enero de 2022;1.201
15086 Trazo;Todas las edades;Total;1 de enero de 2022;3.034
11037 Trebujena;Todas las edades;Total;1 de enero de 2022;7.010
49224 Trefacio;Todas las edades;Total;1 de enero de 2022;185
37329 Tremedal de Tormes;Todas las edades;Total;1 de enero de 2022;37
25234 Tremp;Todas las edades;Total;1 de enero de 2022;5.847
28903 Tres Cantos;Todas las edades;Total;1 de enero de 2022;50.187
04901 Tres Villas, Las;Todas las edades;Total;1 de enero de 2022;573
40207 Trescasas;Todas las edades;Total;1 de enero de 2022;1.090
16216 Tresjuncos;Todas las edades;Total;1 de enero de 2022;268
09394 Trespaderne;Todas las edades;Total;1 de enero de 2022;735
39088 Tresviso;Todas las edades;Total;1 de enero de 2022;54
42188 Trévago;Todas las edades;Total;1 de enero de 2022;60
18180 Trevélez;Todas las edades;Total;1 de enero de 2022;712
26155 Treviana;Todas las edades;Total;1 de enero de 2022;144
27062 Triacastela;Todas las edades;Total;1 de enero de 2022;629
16217 Tribaldos;Todas las edades;Total;1 de enero de 2022;99
26157 Tricio;Todas las edades;Total;1 de enero de 2022;371
21070 Trigueros;Todas las edades;Total;1 de enero de 2022;7.926
47174 Trigueros del Valle;Todas las edades;Total;1 de enero de 2022;312
19290 Trijueque;Todas las edades;Total;1 de enero de 2022;1.478
19291 Trillo;Todas las edades;Total;1 de enero de 2022;1.401
34185 Triollo;Todas las edades;Total;1 de enero de 2022;75
44236 Tronchón;Todas las edades;Total;1 de enero de 2022;61
24172 Truchas;Todas las edades;Total;1 de enero de 2022;418
48087 Trucios-Turtzioz;Todas las edades;Total;1 de enero de 2022;516
06135 Trujillanos;Todas las edades;Total;1 de enero de 2022;1.401
10195 Trujillo;Todas las edades;Total;1 de enero de 2022;8.695
09395 Tubilla del Agua;Todas las edades;Total;1 de enero de 2022;135
09396 Tubilla del Lago;Todas las edades;Total;1 de enero de 2022;165
39089 Tudanca;Todas las edades;Total;1 de enero de 2022;150
31232 Tudela;Todas las edades;Total;1 de enero de 2022;37.247
47175 Tudela de Duero;Todas las edades;Total;1 de enero de 2022;8.636
26158 Tudelilla;Todas las edades;Total;1 de enero de 2022;320
46247 Tuéjar;Todas las edades;Total;1 de enero de 2022;1.168
36055 Tui;Todas las edades;Total;1 de enero de 2022;17.375
35030 Tuineje;Todas las edades;Total;1 de enero de 2022;15.572
31233 Tulebras;Todas las edades;Total;1 de enero de 2022;152
24173 Turcia;Todas las edades;Total;1 de enero de 2022;993
40208 Turégano;Todas las edades;Total;1 de enero de 2022;978
46248 Turís;Todas las edades;Total;1 de enero de 2022;7.019
45175 Turleque;Todas las edades;Total;1 de enero de 2022;721
18181 Turón;Todas las edades;Total;1 de enero de 2022;235
04093 Turre;Todas las edades;Total;1 de enero de 2022;4.067
04094 Turrillas;Todas las edades;Total;1 de enero de 2022;270
23092 Úbeda;Todas las edades;Total;1 de enero de 2022;34.062
48088 Ubide;Todas las edades;Total;1 de enero de 2022;164
11038 Ubrique;Todas las edades;Total;1 de enero de 2022;16.383
31234 Ucar;Todas las edades;Total;1 de enero de 2022;191
19293 Uceda;Todas las edades;Total;1 de enero de 2022;3.048
42189 Ucero;Todas las edades;Total;1 de enero de 2022;85
16218 Uclés;Todas las edades;Total;1 de enero de 2022;222
39090 Udías;Todas las edades;Total;1 de enero de 2022;951
48065 Ugao-Miraballes;Todas las edades;Total;1 de enero de 2022;4.128
45176 Ugena;Todas las edades;Total;1 de enero de 2022;5.615
18182 Ugíjar;Todas las edades;Total;1 de enero de 2022;2.555
31123 Uharte Arakil;Todas las edades;Total;1 de enero de 2022;791
19294 Ujados;Todas las edades;Total;1 de enero de 2022;28
31235 Ujué/Uxue;Todas las edades;Total;1 de enero de 2022;175
30040 Ulea;Todas las edades;Total;1 de enero de 2022;882
04095 Uleila del Campo;Todas las edades;Total;1 de enero de 2022;812
17204 Ullà;Todas las edades;Total;1 de enero de 2022;1.195
08290 Ullastrell;Todas las edades;Total;1 de enero de 2022;2.139
17205 Ullastret;Todas las edades;Total;1 de enero de 2022;250
43156 Ulldecona;Todas las edades;Total;1 de enero de 2022;6.241
43157 Ulldemolins;Todas las edades;Total;1 de enero de 2022;409
17203 Ultramort;Todas las edades;Total;1 de enero de 2022;224
31236 Ultzama;Todas las edades;Total;1 de enero de 2022;1.647
41094 Umbrete;Todas las edades;Total;1 de enero de 2022;9.253
05249 Umbrías;Todas las edades;Total;1 de enero de 2022;100
50267 Uncastillo;Todas las edades;Total;1 de enero de 2022;628
31237 Unciti;Todas las edades;Total;1 de enero de 2022;234
50268 Undués de Lerda;Todas las edades;Total;1 de enero de 2022;52
47176 Unión de Campos, La;Todas las edades;Total;1 de enero de 2022;209
30041 Unión, La;Todas las edades;Total;1 de enero de 2022;20.656
31238 Unzué/Untzue;Todas las edades;Total;1 de enero de 2022;157
16219 Uña;Todas las edades;Total;1 de enero de 2022;84
49225 Uña de Quintana;Todas las edades;Total;1 de enero de 2022;132
09398 Úrbel del Castillo;Todas las edades;Total;1 de enero de 2022;67
45177 Urda;Todas las edades;Total;1 de enero de 2022;2.417
31239 Urdazubi/Urdax;Todas las edades;Total;1 de enero de 2022;330
31240 Urdiain;Todas las edades;Total;1 de enero de 2022;636
24174 Urdiales del Páramo;Todas las edades;Total;1 de enero de 2022;466
48089 Urduliz;Todas las edades;Total;1 de enero de 2022;5.247
48074 Urduña/Orduña;Todas las edades;Total;1 de enero de 2022;4.166
01054 Urkabustaiz;Todas las edades;Total;1 de enero de 2022;1.408
20072 Urnieta;Todas las edades;Total;1 de enero de 2022;6.181
47177 Urones de Castroponce;Todas las edades;Total;1 de enero de 2022;101
04096 Urrácal;Todas las edades;Total;1 de enero de 2022;371
31241 Urraul Alto;Todas las edades;Total;1 de enero de 2022;138
31242 Urraul Bajo;Todas las edades;Total;1 de enero de 2022;324
44237 Urrea de Gaén;Todas las edades;Total;1 de enero de 2022;440
50269 Urrea de Jalón;Todas las edades;Total;1 de enero de 2022;448
20077 Urretxu;Todas las edades;Total;1 de enero de 2022;6.738
50270 Urriés;Todas las edades;Total;1 de enero de 2022;49
31244 Urroz;Todas las edades;Total;1 de enero de 2022;177
31243 Urroz-Villa;Todas las edades;Total;1 de enero de 2022;399
47178 Urueña;Todas las edades;Total;1 de enero de 2022;203
40210 Urueñas;Todas las edades;Total;1 de enero de 2022;104
26160 Uruñuela;Todas las edades;Total;1 de enero de 2022;984
17206 Urús;Todas las edades;Total;1 de enero de 2022;214
31245 Urzainqui/Urzainki;Todas las edades;Total;1 de enero de 2022;85
06136 Usagre;Todas las edades;Total;1 de enero de 2022;1.765
50271 Used;Todas las edades;Total;1 de enero de 2022;269
12122 Useras/Useres, les;Todas las edades;Total;1 de enero de 2022;949
20073 Usurbil;Todas las edades;Total;1 de enero de 2022;6.166
19296 Utande;Todas las edades;Total;1 de enero de 2022;34
50272 Utebo;Todas las edades;Total;1 de enero de 2022;18.881
31246 Uterga;Todas las edades;Total;1 de enero de 2022;165
46249 Utiel;Todas las edades;Total;1 de enero de 2022;11.482
41095 Utrera;Todas las edades;Total;1 de enero de 2022;51.402
44238 Utrillas;Todas las edades;Total;1 de enero de 2022;3.011
31247 Uztárroz/Uztarroze;Todas las edades;Total;1 de enero de 2022;147
08291 Vacarisses;Todas las edades;Total;1 de enero de 2022;7.325
42190 Vadillo;Todas las edades;Total;1 de enero de 2022;81
49226 Vadillo de la Guareña;Todas las edades;Total;1 de enero de 2022;251
05251 Vadillo de la Sierra;Todas las edades;Total;1 de enero de 2022;63
09400 Vadocondes;Todas las edades;Total;1 de enero de 2022;369
17014 Vajol, La;Todas las edades;Total;1 de enero de 2022;87
24185 Val de San Lorenzo;Todas las edades;Total;1 de enero de 2022;493
50274 Val de San Martín;Todas las edades;Total;1 de enero de 2022;60
39095 Val de San Vicente;Todas las edades;Total;1 de enero de 2022;2.801
15088 Val do Dubra;Todas las edades;Total;1 de enero de 2022;3.783
44239 Valacloche;Todas las edades;Total;1 de enero de 2022;26
27063 Valadouro, O;Todas las edades;Total;1 de enero de 2022;1.938
44240 Valbona;Todas las edades;Total;1 de enero de 2022;188
47179 Valbuena de Duero;Todas las edades;Total;1 de enero de 2022;411
34186 Valbuena de Pisuerga;Todas las edades;Total;1 de enero de 2022;50
49227 Valcabado;Todas las edades;Total;1 de enero de 2022;391
39091 Valdáliga;Todas las edades;Total;1 de enero de 2022;2.162
28155 Valdaracete;Todas las edades;Total;1 de enero de 2022;627
19297 Valdarachas;Todas las edades;Total;1 de enero de 2022;47
10196 Valdastillas;Todas las edades;Total;1 de enero de 2022;323
44241 Valdealgorfa;Todas las edades;Total;1 de enero de 2022;591
09403 Valdeande;Todas las edades;Total;1 de enero de 2022;99
47180 Valdearcos de la Vega;Todas las edades;Total;1 de enero de 2022;49
19298 Valdearenas;Todas las edades;Total;1 de enero de 2022;76
19299 Valdeavellano;Todas las edades;Total;1 de enero de 2022;108
42191 Valdeavellano de Tera;Todas las edades;Total;1 de enero de 2022;207
28156 Valdeavero;Todas las edades;Total;1 de enero de 2022;1.701
19300 Valdeaveruelo;Todas las edades;Total;1 de enero de 2022;1.177
06137 Valdecaballeros;Todas las edades;Total;1 de enero de 2022;1.075
10197 Valdecañas de Tajo;Todas las edades;Total;1 de enero de 2022;119
37330 Valdecarros;Todas las edades;Total;1 de enero de 2022;334
05252 Valdecasa;Todas las edades;Total;1 de enero de 2022;61
16906 Valdecolmenas, Los;Todas las edades;Total;1 de enero de 2022;74
19301 Valdeconcha;Todas las edades;Total;1 de enero de 2022;39
44243 Valdecuenca;Todas las edades;Total;1 de enero de 2022;31
49228 Valdefinjas;Todas las edades;Total;1 de enero de 2022;61
24175 Valdefresno;Todas las edades;Total;1 de enero de 2022;2.280
10198 Valdefuentes;Todas las edades;Total;1 de enero de 2022;1.122
37331 Valdefuentes de Sangusín;Todas las edades;Total;1 de enero de 2022;192
24176 Valdefuentes del Páramo;Todas las edades;Total;1 de enero de 2022;315
02075 Valdeganga;Todas las edades;Total;1 de enero de 2022;1.919
42192 Valdegeña;Todas las edades;Total;1 de enero de 2022;39
01055 Valdegovía/Gaubea;Todas las edades;Total;1 de enero de 2022;1.097
19302 Valdegrudas;Todas las edades;Total;1 de enero de 2022;53
37332 Valdehijaderos;Todas las edades;Total;1 de enero de 2022;79
50273 Valdehorna;Todas las edades;Total;1 de enero de 2022;27
10199 Valdehúncar;Todas las edades;Total;1 de enero de 2022;185
06901 Valdelacalzada;Todas las edades;Total;1 de enero de 2022;2.755
37333 Valdelacasa;Todas las edades;Total;1 de enero de 2022;206
10200 Valdelacasa de Tajo;Todas las edades;Total;1 de enero de 2022;341
37334 Valdelageve;Todas las edades;Total;1 de enero de 2022;66
42193 Valdelagua del Cerro;Todas las edades;Total;1 de enero de 2022;13
